"Accession","4087_10_255_LT","4088_12_259","4089_24_270","4107_44_268_LT","4095_2_265","4096_15_260","4090_22_302","4091_23_282","4092_1_308","4093_3_316","4094_14_320","4108_42_297","4109_34_301","4110_18_311","4111_29_305","4112_35_321","4113_17_277","4114_21_267","4115_25_275","4116_20_286","4127_39_304_LT","4128_33_280","4129_31_314","4130_52_331","4131_47_251","4132_55_269","4133_51_258","4134_37_287","4135_45_303","4136_43_299","4147_64_330_LT","4148_62_324"
"P00129|QCR7_BOVIN;A0A3Q1LTJ5|A0A3Q1LTJ5_BOVIN","301834.0848","178081.8967","63500.06739","267624.179","443554.7235","505277.564","312278.5211","276720.8712","120950.8655","169351.0746","341798.6552","253233.0398","291407.7476","277813.6553","225795.5853","466741.6797","447482.3864","380117.9601","132933.1144","260456.684","533087.7559","262432.3145","529941.7969","465723.0296","373269.7888","487932.7222","458030.1206","146356.8271","159278.1883","345191.835","370542.2458","299241.411"
"A0A3Q1M9V5|A0A3Q1M9V5_BOVIN;A0A3Q1MLV2|A0A3Q1MLV2_BOVIN;A0A3Q1M6G7|A0A3Q1M6G7_BOVIN;A0A3Q1LHX4|A0A3Q1LHX4_BOVIN","1188910.929","1111519.151","731689.4553","1556002.806","2233723.231","2224661.684","1353913.753","1553987.098","651640.701","1086200.985","1661078.809","667065.86","954548.8549","1039360.766","994243.6176","1364389.681","1880667.937","1220459.891","1007898.336","1020617.167","1549975.291","685734.6582","1515965.762","1486370.682","952442.0323","1123542.56","1537397.442","1206392.514","663758.0913","707922.9701","1220746.958","1706860.88"
"A0A3Q1LPX6|A0A3Q1LPX6_BOVIN","472381.1489","363031.4592","133289.6622","422086.2735","577665.7675","417408.3888","68688.43883","49993.60997","42707.91808","292575.8985","593333.2181","186168.4625","286039.5627","296017.7316","306484.4085","323163.9464","722658.7119","52508.47158","196153.3275","370252.2158","440954.3838","305503.2976","592885.8738","560757.3686","238974.3659","123614.5888","677582.0049","261036.5385","246580.023","349718.423","347122.6912","394951.9769"
"Q32PA4|PHP14_BOVIN","892985.3572","1007143.186","639163.7735","696117.103","1212372.971","1730691.016","1490572.701","1066661.996","1029503.666","1244196.379","692791.2047","584928.4032","700433.0972","869328.9664","581120.9144","498720.3866","696337.3431","678699.7824","574309.1069","623067.9492","539743.0663","595937.6822","1436875.884","943564.1167","1972119.197","1554975.201","1049793.29","1032643.74","343275.9884","1052442.973","613932.1331","1241895.301"
"A0A3Q1LYE8|A0A3Q1LYE8_BOVIN","16913.00146","12961.08832","5159.583181","22443.80847","14600.11329","44993.85444","16531.13847","2524.861076","9306.043578","18850.5736","14704.10566","14238.69193","19285.45478","20766.08723","17610.47569","20892.16219","11227.14845","9741.784333","11535.06421","20888.81088","12650.30595","20451.04695","6207.922666","14454.95686","10106.27947","14195.82498","12793.82537","9751.174851","39749.9688","15447.06479","28371.81876","21124.0709"
"F1MVX2|LANC1_BOVIN","192557.0304","264368.9512","21469.91433","64998.23181","182790.4352","6323.2911","319873.8457","269955.6636","137952.1952","35339.74111","273532.0464","160159.7704","138464.3181","220029.6819","89340.32369","114760.1966","250273.2304","215750.586","197407.4752","192520.2826","193374.884","98847.80321","211748.6613","176717.109","67498.99285","245398.4402","79817.53196","50178.66715","145544.3238","181833.3437","5819.596421","75020.24282"
"A0A3Q1LUA1|A0A3Q1LUA1_BOVIN","819230.8214","1060343.285","884818.9977","1197980.802","838940.9566","779888.3355","695160.0717","896117.9367","982895.7142","675251.2698","502739.217","671729.6407","623854.3899","667957.8164","594106.5235","545761.4411","574682.956","632758.2678","592114.1546","475272.0032","590508.3332","805492.3689","641234.6436","549774.2505","780218.7216","654852.3389","741415.0096","761669.3295","634431.2958","891417.0679","588221.7095","637287.5121"
"Q9BGI3|PRDX2_BOVIN","1625318.502","1333599.496","1478298.196","1378792.415","2012848.684","2548722.822","1743398.476","1678522.729","1152729.068","1869784.797","1727769.326","674870.3549","1008229.701","1744688.661","1014304.407","1251111.295","1931903.808","1770097.864","973678.6545","1808409.882","1401522.278","1078534.299","1666139.954","1596412.529","1112998.464","1415759.709","1098892.725","995347.241","820349.7644","1075980.025","1380107.488","1035038.613"
"P68002|VDAC2_BOVIN;A0A3Q1MAH7|A0A3Q1MAH7_BOVIN","2314670.212","2197439.709","2845546.602","3478602.893","4150431.96","5098997.17","3496094.42","2753396.852","2015798.159","3664969.831","3748981.972","1558987.354","3159613.982","2467968.697","2231856.024","2270941.676","3724346.885","2538909.7","2282424.962","3116067.746","3048584.193","2793325.452","3753539.095","3276761.11","2622780.088","2860397.801","2855274.77","2042832.704","2526117.984","2340970.559","4501528.461","3151416.987"
"A0A3Q1LXK7|A0A3Q1LXK7_BOVIN;A0A3Q1M1C3|A0A3Q1M1C3_BOVIN","403767.9133","260566.9035","170719.3934","259326.1103","590177.1364","678646.6741","325319.0787","265121.6896","218571.1947","324521.7573","565274.604","187250.768","351298.3129","227564.7702","259859.6686","417459.2542","488816.796","350090.6185","227902.8856","367502.1307","504158.3962","265127.1915","475060.618","562012.3606","292310.9563","426248.0586","356380.4223","200585.5005","233673.579","278120.6426","412238.6181","355274.4912"
"P19427|DERM_BOVIN","44443.50659","86125.82522","26629.64357","49370.3284","63981.21526","63856.19162","88229.00976","35914.94258","75716.96361","90585.67793","81324.11165","131813.4298","44100.8569","46638.21411","177942.0427","128567.0052","36670.76553","25543.20235","34750.39644","68423.59532","99633.29688","66032.42031","73470.13297","44736.11482","183646.4274","47540.35274","45485.10296","153565.0329","106690.4589","117799.1031","44578.06835","45346.12243"
"A0A3Q1LY95|A0A3Q1LY95_BOVIN","2573995.691","4093774.652","3445520.779","4968500.664","3785335.392","4054071.954","4151194.94","3783495.126","3930799.126","3715894.563","4215935.961","4028342.353","4207936.842","4440077.256","3469453.242","2931688.006","4004321.358","3680080.234","3605292.991","3370743.786","4194978.727","5076593.032","3929236.927","3696654.777","3746448.579","3528231.478","3234850.971","2326680.308","4077290.627","2918633.798","4547477.406","4224999.586"
"A0A3Q1MLP3|A0A3Q1MLP3_BOVIN","599513.9791","1098461.669","1165273.763","612464.9016","1541253.048","1618046.034","1801944.16","912231.4739","459297.9442","1282330.151","1125421.993","457000.8563","636493.898","666026.2218","488290.1673","650653.0385","1341730.029","701391.7281","544467.835","798244.7233","972778.0287","601164.3428","2682132.327","968965.1629","1332764.707","1241293.461","987241.4986","579866.7459","767941.3625","822155.9739","1070746.009","882570.7898"
"Q3SZB4|ACADM_BOVIN","198887.6098","141133.1236","67681.91468","156062.1533","419385.5994","546147.1904","278636.9683","353009.7548","127547.3437","171758.696","434149.0063","207201.7171","213450.1282","223274.0678","249721.494","247799.3955","301572.0921","171353.2052","176402.2871","256595.7746","307117.1719","112625.9409","303202.0863","383029.5715","259949.0473","177411.7503","202806.5373","125438.6339","159114.126","166037.2602","361709.6234","258822.6727"
"F1N3V8|F1N3V8_BOVIN","99024.39272","18882.47255","0","15920.81492","12385.02861","140191.0767","18359.68032","6810.233976","13243.86414","4083.574317","25670.35558","115045.3061","5569.73821","34866.38392","15351.65656","80109.54305","27488.73876","14314.31358","10675.94164","17977.86841","61143.56797","132859.4414","81465.91394","112070.6362","15123.13556","167336.6142","120223.7195","4849.335997","30680.6762","72317.32673","16094.45152","3544.751571"
"F1MXS3|F1MXS3_BOVIN","225458.0051","292799.6288","210008.5658","174827.1698","291315.8016","227411.9414","268292.0452","443277.7591","327185.0968","191828.7221","168983.4042","172979.7866","202088.85","243416.1094","200058.7267","134971.3511","196616.3261","181167.3366","180094.1173","160614.6519","189113.249","174890.1585","177611.7418","192434.5718","182539.4711","249732.5577","231172.9408","229634.6106","177754.8397","288085.8921","130930.3268","184783.5869"
"A6QP89|A6QP89_BOVIN","113331191.2","127182913.2","174547484.2","139209707.4","122260761.9","146940969.9","136536530.4","150142960.2","111048270.4","103726544.3","137139943.9","116853793.7","140285045.7","113969995.5","133378875.9","135360018.8","140457781.2","148302438.9","111220741.2","108699275.3","146604461.2","130137448.3","137983923.2","114038079.2","103319232.5","126494730.8","118689691.1","97609321.22","146766664.6","113840781.1","145553021.5","145843733"
"A0A3Q1M5B6|A0A3Q1M5B6_BOVIN","1221484.782","1285399.185","1768648.317","1224316.103","1343210.696","1291730.694","1140493.171","1305374.21","1461684.48","1496593.848","1370820.59","1628347.541","1681747.085","1598431.48","1513023.498","1552795.479","1553828.096","1579230.998","1395783.033","1388736.044","1500087.36","1855442.883","1331771.471","1370871.126","1052516.851","1288975.337","1321059.642","1180393.205","1668763.677","1265953.599","1953282.545","1436984.56"
"A0A3Q1N3I9|A0A3Q1N3I9_BOVIN","4028593.873","5581493.158","3198608.01","2592006.026","4231078.649","2526844.934","3247496.441","3439935.857","2111211.275","2066567.605","3607882.622","1762964.439","3082165.704","2650235.418","3696835.429","2061020.058","5422736.062","4047274.661","3718160.466","3658659.398","4815523.707","2075284.29","6182420.53","3877141.964","4477314.924","3847471.958","2332147.304","1071222.27","2004795.64","4064013.604","7149966.275","4440638.321"
"F1N2G0|F1N2G0_BOVIN","13396253.12","8737768.457","11753192.89","13778971.46","15431962.3","6141099.13","17257375.16","14282258.72","13870907.44","8647044.511","12283914.21","7180392.827","11220682.11","11698468.18","10566224.52","9183744.66","8758943.225","18226112.74","10408485.75","8526012.116","13775348.86","10820384.47","13908384.08","12383186.13","16288111.54","13560324.38","15093404.46","11705147.4","7737806.142","11614885","12443746.64","18824260.85"
"E1BHJ0|E1BHJ0_BOVIN;P02584|PROF1_BOVIN","3609559.411","3781456.609","4011136.952","3407919.779","4248996.088","3105249.439","4073964.833","4556220.724","3961385.395","2967328.677","4627386.229","3794897.313","3616600.628","4721802.599","3194241.898","3396263.683","4270261.419","3565001.595","3312534.365","4152529.706","3657652.859","3092737.073","3406034.732","3740574.282","3225043.604","3488019.247","3341875.194","3165212.581","3968623.88","3034657.389","2868371.666","3005720.311"
"F1MKJ9|F1MKJ9_BOVIN","8952.575212","1644.469002","2438.854005","6855.615413","9113.777651","2264.483774","7259.833892","5105.600997","5892.448217","10597.86135","3490.375328","7060.31813","3224.967534","21363.29979","8744.62011","23491.16475","7851.826882","11777.02552","23777.25083","13350.53628","11860.63418","7292.899187","13214.6048","4369.295427","6311.14786","4132.85467","13710.45845","5605.49647","4569.503098","6209.290452","3096.555591","9894.046171"
"A0A3Q1LQE3|A0A3Q1LQE3_BOVIN","308.2659228","89.08160988","588.5022359","76969.52695","485.8262764","12956.58143","285.7633983","11421.03059","368.7708488","97.25896031","161.1843245","3223.324308","9403.492565","1459.916553","7496.489673","11842.88728","994.1686037","12803.90444","7386.813152","7542.32006","499.3879527","402.3053317","1244.815929","1908.477421","7488.014713","5984.532305","6082.471667","12729.13712","268.5982372","10612.64538","5106.574903","6226.276509"
"A0A3Q1LYZ9|A0A3Q1LYZ9_BOVIN","880167.3154","444747.2599","530258.9452","224241.0997","597854.2572","480959.0172","397025.6738","409055.6968","411462.6977","609792.5382","377171.166","365472.143","292534.7735","367592.004","199041.457","551336.2096","393332.9369","1091473.005","547003.4828","441605.7191","331401.9424","298237.3793","319311.6125","535410.9252","533310.819","273583.5333","237383.9861","521329.8813","267189.8043","598983.5617","368675.0854","386659.2693"
"A0A3Q1MS81|A0A3Q1MS81_BOVIN;E1BPX8|E1BPX8_BOVIN","15504427.67","28529152.94","18756894.3","24898125.02","24212888.01","19187070.58","20746221.33","42005238.38","21460663.16","10065003.21","15553910.82","6887314.309","14983521.23","12346702.51","9714235.332","8146970.881","15443515.65","19714633.03","11745485.11","10154862.6","17815242.45","13080884.26","23679995.6","13759049.62","19709706.06","18411096.71","17476960.27","10544986.39","7252395.831","19267159.75","8053987.976","16031991.36"
"A0A3Q1MB49|A0A3Q1MB49_BOVIN;A0A3Q1MHP6|A0A3Q1MHP6_BOVIN;E1BAV7|E1BAV7_BOVIN;F1N2E5|F1N2E5_BOVIN","233433.4151","194317.8723","50022.81498","134439.6495","327574.1604","587863.7362","276487.7657","189306.759","60643.94611","296877.8882","425090.2483","65471.48205","205052.3294","226093.2784","35718.66774","183851.8806","353722.3083","166835.0136","34906.61952","326918.6025","165139.1702","94576.43188","73489.22426","117140.0554","54629.62164","113624.4273","73017.22454","65804.6036","100067.3633","110980.1167","367843.5368","38755.31994"
"E1BPS0|E1BPS0_BOVIN","101627.1639","152152.6453","76399.45461","41727.81907","25895.41664","121197.5064","39202.58149","86781.52284","49630.2348","70984.15198","166604.8042","41683.94071","36313.9842","19304.79431","84166.05019","26558.26149","205491.9859","64429.7303","65002.20407","161709.3803","81281.78901","120753.0656","169602.8567","38246.45495","171830.4696","123652.6804","227812.478","16404.4758","67286.08328","37220.12992","21508.89736","148548.6872"
"F1MPU0|F1MPU0_BOVIN","1447517.842","1332170.408","2582619.692","464657.6116","747614.207","4978042.376","4830102.201","242992.8519","143160.8422","4200416.319","451647.0435","267964.3337","1449198.577","1005629.942","325326.563","601553.7495","374694.6534","677134.0337","492249.9273","335357.6153","858411.0438","1188149.443","9897427.632","1904041.888","10702543.79","4797089.361","2446119.772","1051381.428","1243221.785","2946808.173","1356626.658","3008765.504"
"A0A3Q1MVM8|A0A3Q1MVM8_BOVIN","885972.5983","631429.1339","477167.9429","624758.6383","1614798.239","886092.0207","1015846.265","945656.1928","650925.9699","538369.8184","1440078.76","437738.3078","471817.1815","742475.3693","642278.7482","580423.3436","1292632.83","1055857.906","564558.1634","893615.89","1089845.609","423370.8711","1009870.363","892656.5133","766462.3755","983534.0094","704977.147","542582.416","283216.8676","674513.7575","664353.5095","774626.8911"
"E1BCU2|E1BCU2_BOVIN;A0A3Q1M9Y6|A0A3Q1M9Y6_BOVIN;A0A3Q1M1F6|A0A3Q1M1F6_BOVIN;A0A3Q1LJ56|A0A3Q1LJ56_BOVIN","4876614.873","3831912.275","3958133.3","4433071.633","9290971.919","6078640.747","3733520.956","4939707.456","4620767.646","2743051.347","5853224.902","1271830.239","5800239.961","4108029.726","2446776.029","990027.0281","4709460.403","6106012.048","4227476.367","3843661.383","7726717.909","1456572.104","5132543.932","3661429.665","4372842.935","7163334.513","2610582.457","1448697.355","1741503.184","3928255.881","6711502.411","5655633.598"
"Q2T9S4|PGP_BOVIN","91004.08244","122017.4438","98443.0416","60800.60301","140464.1617","189843.6524","138490.4064","223303.4955","63504.34156","143922.9261","142648.4795","102447.7367","44022.62546","111849.5009","49163.89871","73721.48016","167591.7168","139757.9997","44045.3334","124434.0564","102130.7502","134048.7673","57121.37899","88780.53738","23465.55427","69047.54928","57015.31536","61152.4149","116198.8806","73549.41062","73610.12853","31427.85399"
"F1MHQ5|F1MHQ5_BOVIN","465056.0239","274735.9503","380162.6961","362566.9168","588406.9889","480336.5427","654469.75","599448.885","482260.8314","411685.215","633356.7745","198653.6576","453265.1255","409574.0511","246252.585","164399.6076","379873.5404","408038.7856","182083.7767","316557.9903","555355.9531","220127.5748","654742.3569","470327.9647","639175.0722","597473.3219","426074.6689","189644.2914","157369.579","486239.0994","673106.5606","627923.6481"
"A0A3Q1LRN1|A0A3Q1LRN1_BOVIN","8271.72835","12786.24392","12716.4879","10930.08835","14315.92199","15792.36658","15357.5299","13515.2982","12739.78378","17736.78419","13658.06562","9552.743724","12153.67684","10723.04489","7803.686883","19077.9736","10709.86694","12347.66658","8324.501552","14055.28187","10924.72541","18493.10808","14008.25992","10780.59057","20670.94353","10405.50399","10627.02319","13645.14639","20131.84682","7227.134001","10372.51445","6402.440848"
"G1K1X0|G1K1X0_BOVIN","1321723.533","1246489.581","619691.468","1368675.764","2114000.095","1720950.585","1372958.177","1181362.355","698458.2594","1255504.359","2087334.332","714350.5851","999497.1837","1207382.672","850764.7549","1250780.661","2043096.207","1478420.786","630110.568","1368266.376","1520015.71","776323.303","1338640.087","1513187.511","728790.3607","1413248.57","1289130.143","750312.0684","965792.7735","894251.5096","1316265.771","946651.155"
"A6QLL8|A6QLL8_BOVIN;A0A3Q1LMG1|A0A3Q1LMG1_BOVIN","131647710","139885257.8","78797995.87","104782469.9","90752122.28","59250274.55","139508791.3","108153347.5","108189932.7","115665413.2","84486435.75","98878235.9","79574426.96","96166247.1","123331716.4","125194774","85001213.69","155803396.1","123843195","95931465.02","85949690.48","97197128.42","71686187.87","102066359.3","95927456.13","86968027.02","128834147.5","196019081.2","105074436.5","93792706.2","40820473.98","119922546.9"
